2025-05-27T16:44:29,,,,,,,,,,,,,,TOUCH_SLIDER_RESOLUTION,100,
Configurations(Methods):,,,,,,,,,,,,,,TOUCH_DECIMAL_POINT_PRECISION,100,
Name,Touch Interfaces,,,,,,,,,,,,,num_elements,5,
config01,"Slider00, TS15, TS14, TS13, TS12, TS01",,,,,,,,,,,,,resol_plus,400,
65535,940,100,11718,11615,11570,11563,11605,,0,0,148,103,170,251,59,4
65535,940,100,11703,11619,11584,11601,11634,,0,0,119,84,171,203,58,3
65535,940,100,11705,11628,11592,11644,11641,,0,0,113,77,168,190,60,4
65535,940,100,11690,11663,11610,11718,11648,,0,3,108,70,165,178,361,72
70,940,100,11688,12886,11616,21418,11651,,1,3,9802,9767,200,19569,350,70
70,940,100,11676,17311,11615,31504,11651,,1,3,19889,19853,200,39742,350,70
70,940,100,11653,22637,11621,38843,11614,,1,3,27222,27229,200,54451,350,70
70,940,100,11675,28830,11624,45516,11653,,1,3,33892,33863,200,67755,350,70
70,940,100,11668,34987,11642,50521,11667,,1,3,38879,38854,200,77733,350,70
70,940,100,11705,40456,11656,54274,11685,,1,3,42618,42589,200,85207,350,70
70,940,100,11730,45463,11674,57089,11757,,1,3,45415,45332,200,90747,350,70
70,940,100,11763,53810,11685,60784,11891,,1,3,49099,48893,200,97992,350,70
70,940,100,11765,55839,11659,61972,11866,,1,3,50313,50106,200,100419,350,70
70,940,100,11771,57204,11669,62862,11879,,1,3,51193,50983,200,102176,350,70
70,940,100,11744,59064,11652,63530,11885,,1,3,51878,51645,200,103523,350,70
70,940,100,11693,47247,11618,64031,11808,,1,3,52413,52223,200,104636,350,70
70,940,100,11672,38337,11572,50942,11752,,1,3,39370,39190,200,78560,350,70
70,940,100,11658,31655,11567,41112,11674,,1,3,29545,29438,200,58983,350,70
70,940,100,11645,26636,11571,33743,11617,,1,3,22172,22126,200,44298,350,70
70,940,100,11640,22861,11547,28203,11604,,1,3,16656,16599,200,33255,350,70
70,940,100,11617,20030,11567,24047,11598,,1,3,12480,12449,200,24929,350,70
70,940,100,11611,17907,11536,20898,11595,,1,3,9362,9303,199,18665,350,70
70,940,100,11591,15118,11537,16810,11547,,1,3,5273,5263,200,10536,350,70
70,940,100,11584,14215,11537,15491,11552,,1,3,3954,3939,200,7893,350,70
70,940,100,11566,13556,11551,14505,11551,,1,3,2954,2954,200,5908,350,70
70,940,100,11573,13059,11565,13768,11562,,1,3,2203,2206,200,4409,350,70
70,940,100,11576,12683,11544,13225,11567,,1,3,1681,1658,199,3339,350,70
70,940,100,11586,12406,11551,12777,11577,,1,3,1226,1200,198,2426,351,70
70,940,100,11580,12190,11553,12458,11578,,1,3,905,880,197,1785,351,70
70,940,100,11585,12019,11557,12218,11577,,1,3,661,641,197,1302,351,70
65535,940,100,11571,11905,11564,12023,11574,,0,3,459,449,198,908,351,70
65535,940,100,11550,11805,11529,11897,11542,,0,3,368,355,196,723,351,70
65535,940,100,11550,11741,11545,11808,11555,,0,3,263,253,196,516,351,70
65535,940,100,11551,11698,11554,11717,11541,,0,3,163,176,208,339,348,70
65535,940,100,11569,11659,11562,11675,11558,,0,3,113,117,204,230,349,70
65535,940,100,11579,11639,11543,11620,11564,,0,1,60,96,260,156,138,28
65535,940,100,11580,11620,11549,11602,11565,,0,1,40,71,278,111,136,27
65535,940,100,11564,11607,11534,11551,11536,,0,1,43,73,270,116,137,27
65535,940,100,11555,11594,11528,11548,11541,,0,1,39,66,269,105,137,27
65535,940,100,11555,11581,11519,11548,11561,,0,1,26,62,338,88,130,26
65535,940,100,11570,11573,11536,11544,11562,,0,1,3,37,1333,40,108,22
65535,940,100,11563,11577,11555,11535,11585,,0,4,50,30,160,80,463,100
65535,940,100,11563,11581,11569,11516,11592,,0,4,76,23,130,99,477,100
65535,940,100,11566,11582,11582,11532,11597,,0,4,65,15,123,80,481,100
65535,940,100,11562,11575,11559,11535,11560,,0,1,13,16,223,29,145,29
65535,940,100,11552,11563,11555,11538,11527,,0,1,11,8,173,19,158,32
65535,940,100,11559,11553,11565,11539,11534,,0,2,12,26,317,38,232,46
65535,940,100,11566,11552,11541,11542,11544,,0,0,25,14,156,39,64,6
65535,940,100,11563,11541,11556,11552,11524,,0,0,7,22,414,29,24,1
65535,940,100,11582,11558,11548,11568,11526,,0,0,34,24,171,58,58,3
65535,940,100,11577,11558,11566,11534,11547,,0,0,11,19,273,30,37,1
65535,940,100,11578,11558,11563,11533,11563,,0,0,15,20,233,35,43,1
65535,940,100,11592,11544,11525,11513,11569,,0,0,67,48,172,115,58,3
65535,940,100,11575,11544,11530,11502,11577,,0,4,75,47,163,122,461,100
65535,940,100,11595,11548,11516,11521,11579,,0,0,79,47,159,126,63,5
65535,940,100,11600,11551,11549,11508,11587,,0,0,51,49,196,100,51,0
65535,940,100,11595,11550,11560,11525,11597,,0,4,72,37,151,109,466,100
65535,940,100,11580,11599,11573,11543,11600,,0,4,57,27,147,84,468,100
65535,940,100,11562,11587,11551,11524,11609,,0,4,85,58,168,143,460,100
65535,940,100,11560,11582,11527,11532,11592,,0,4,60,65,208,125,448,99
65535,940,100,11560,11566,11537,11534,11584,,0,4,50,47,194,97,452,100
65535,940,100,11577,11556,11549,11531,11602,,0,4,71,53,175,124,457,100
65535,940,100,11573,11556,11583,11558,11610,,0,4,52,27,152,79,466,100
65535,940,100,11560,11559,11588,11534,11614,,0,4,80,26,133,106,475,100
65535,940,100,11553,11561,11561,11507,11618,,0,4,111,57,151,168,466,100
65535,940,100,11561,11564,11565,11522,11616,,0,4,94,51,154,145,465,100
65535,940,100,11575,11561,11549,11530,11614,,0,4,84,65,177,149,456,100
65535,940,100,11568,11610,11557,11529,11569,,0,1,42,53,226,95,144,29
65535,940,100,11572,11592,11559,11541,11552,,0,1,20,33,265,53,138,28
65535,940,100,11581,11593,11564,11538,11533,,0,1,12,29,342,41,129,26
65535,940,100,11587,11583,11578,11518,11552,,0,0,9,4,144,13,69,8
65535,940,100,11591,11579,11580,11498,11558,,0,0,11,12,209,23,48,1
65535,940,100,11581,11566,11583,11481,11566,,0,2,17,102,700,119,214,43
65535,940,100,11577,11550,11550,11478,11537,,0,0,27,27,200,54,50,1
65535,940,100,11580,11543,11552,11488,11542,,0,0,28,37,232,65,43,1
65535,940,100,11577,11539,11562,11478,11560,,0,0,15,38,353,53,28,1
65535,940,100,11581,11538,11575,11492,11570,,0,0,6,43,817,49,12,1
65535,940,100,11591,11551,11586,11516,11579,,0,0,5,40,900,45,11,1
65535,940,100,11579,11559,11588,11514,11540,,0,2,29,74,355,103,228,46
65535,940,100,11571,11552,11585,11491,11547,,0,2,33,94,385,127,226,45
65535,940,100,11562,11548,11590,11474,11521,,0,2,42,116,376,158,227,45
65535,940,100,11570,11546,11588,11482,11527,,0,2,42,106,352,148,228,46
65535,940,100,11558,11550,11559,11464,11541,,0,2,9,95,1156,104,209,42
65535,940,100,11552,11546,11572,11457,11559,,0,2,26,115,542,141,218,44
65535,940,100,11574,11540,11571,11493,11582,,0,4,89,11,112,100,489,100
65535,940,100,11588,11545,11556,11517,11586,,0,0,32,43,234,75,43,1
65535,940,100,11583,11549,11570,11527,11581,,0,0,13,34,362,47,28,1
65535,940,100,11588,11557,11546,11544,11583,,0,0,42,31,174,73,57,3
65535,940,100,11578,11567,11574,11559,11590,,0,4,31,16,152,47,466,100
65535,940,100,11573,11573,11577,11564,11578,,0,4,14,1,107,15,493,100
65535,940,100,11573,11565,11549,11563,11582,,0,4,19,33,274,52,436,94
65535,940,100,11564,11567,11565,11566,11589,,0,4,23,24,204,47,449,100
65535,940,100,11559,11572,11569,11547,11596,,0,4,49,27,155,76,465,100
65535,940,100,11558,11563,11582,11528,11592,,0,4,64,10,116,74,486,100
65535,940,100,11564,11571,11586,11515,11565,,0,2,15,71,573,86,217,43
65535,940,100,11584,11574,11585,11533,11566,,0,2,11,52,573,63,217,43
65535,940,100,11591,11573,11588,11547,11557,,0,0,3,18,700,21,14,1
65535,940,100,11587,11570,11594,11546,11534,,0,2,24,48,300,72,233,47
65535,940,100,11579,11560,11593,11542,11550,,0,2,33,51,255,84,239,48
65535,940,100,11574,11555,11601,11546,11566,,0,2,46,55,220,101,245,49
65535,940,100,11593,11563,11599,11560,11551,,0,2,36,39,208,75,248,50
65535,940,100,11599,11574,11569,11567,11569,,0,0,30,25,183,55,55,2
65535,940,100,11606,11577,11548,11559,11576,,0,0,58,29,150,87,67,7
65535,940,100,11613,11574,11561,11536,11582,,0,0,52,39,175,91,57,3
65535,940,100,11618,11567,11571,11542,11587,,0,0,47,51,209,98,48,1
65535,940,100,11618,11575,11553,11536,11589,,0,0,65,43,166,108,60,4
65535,940,100,11600,11569,11537,11539,11555,,0,0,63,31,149,94,67,7
65535,940,100,11597,11568,11532,11557,11529,,0,0,65,29,145,94,69,8
65535,940,100,11597,11563,11527,11560,11528,,0,0,70,34,149,104,67,7
65535,940,100,11595,11563,11548,11557,11514,,0,0,47,32,168,79,60,4
65535,940,100,11584,11556,11562,11550,11522,,0,0,22,28,227,50,44,1
65535,940,100,11584,11559,11560,11533,11512,,0,0,24,25,204,49,49,1
65535,940,100,11580,11566,11570,11506,11528,,0,0,10,14,240,24,42,1
65535,940,100,11594,11560,11547,11518,11508,,0,0,47,34,172,81,58,3
65535,940,100,11579,11569,11563,11502,11506,,0,0,16,10,163,26,61,4
65535,940,100,11576,11560,11566,11527,11528,,0,0,10,16,260,26,38,1
65535,940,100,11609,11584,11601,11561,11537,,0,0,8,25,413,33,24,1
65535,940,100,11597,11565,11604,11571,11548,,0,2,39,33,185,72,254,51
65535,940,100,11584,11559,11607,11577,11564,,0,2,48,30,163,78,261,52
65535,940,100,11598,11559,11606,11573,11561,,0,2,47,33,170,80,259,52
65535,940,100,11587,11557,11612,11574,11565,,0,2,55,38,169,93,259,52
65535,940,100,11589,11565,11589,11573,11584,,0,0,0,24,2500,24,4,1
65535,940,100,11579,11573,11577,11550,11595,,0,4,45,18,140,63,471,100
65535,940,100,11572,11578,11588,11539,11606,,0,4,67,18,127,85,479,100
65535,940,100,11594,11568,11605,11555,11600,,0,2,37,50,235,87,243,49
65535,940,100,11597,11569,11610,11547,11597,,0,2,41,63,254,104,239,48
65535,940,100,11594,11569,11617,11557,11606,,0,2,48,60,225,108,244,49
65535,940,100,11595,11563,11617,11554,11568,,0,2,54,63,217,117,246,49
65535,940,100,11596,11550,11606,11546,11564,,0,2,56,60,207,116,248,50
65535,940,100,11584,11546,11600,11546,11539,,0,2,54,54,200,108,250,50
65535,940,100,11573,11554,11608,11558,11563,,0,2,54,50,193,104,252,50
65535,940,100,11580,11553,11611,11542,11589,,0,2,58,69,219,127,246,49
65535,940,100,11574,11554,11583,11540,11586,,0,4,46,3,107,49,493,100
65535,940,100,11560,11552,11562,11545,11583,,0,4,38,21,155,59,465,100
65535,940,100,11568,11543,11567,11542,11580,,0,4,38,13,134,51,475,100
65535,940,100,11555,11543,11566,11543,11541,,0,2,23,23,200,46,250,50
65535,940,100,11544,11542,11569,11536,11538,,0,2,27,33,222,60,245,49
65535,940,100,11547,11539,11575,11539,11553,,0,2,36,36,200,72,250,50
65535,940,100,11592,11540,11574,11523,11576,,0,0,18,52,389,70,26,1
65535,940,100,11582,11548,11584,11529,11590,,0,4,61,6,110,67,491,100
65535,940,100,11569,11540,11584,11530,11582,,0,2,44,54,223,98,245,49
65535,940,100,11560,11594,11586,11539,11582,,0,1,34,8,124,42,181,36
65535,940,100,11554,11575,11578,11540,11576,,0,2,3,38,1367,41,207,41
65535,940,100,11552,11572,11578,11537,11573,,0,2,6,41,783,47,213,43
65535,940,100,11538,11568,11584,11515,11578,,0,2,16,69,531,85,219,44
65535,940,100,11535,11566,11558,11530,11582,,0,4,52,24,146,76,468,100
65535,940,100,11538,11567,11544,11509,11599,,0,4,90,55,161,145,462,100
65535,940,100,11549,11564,11556,11516,11590,,0,4,74,34,146,108,468,100
65535,940,100,11541,11555,11566,11512,11584,,0,4,72,18,125,90,480,100
65535,940,100,11550,11545,11567,11520,11546,,0,2,22,47,314,69,232,46
65535,940,100,11563,11538,11574,11521,11554,,0,2,36,53,247,89,240,48
65535,940,100,11553,11538,11546,11500,11564,,0,4,64,18,128,82,478,100
65535,940,100,11547,11547,11561,11484,11572,,0,4,88,11,113,99,488,100
65535,940,100,11561,11545,11575,11499,11580,,0,4,81,5,106,86,494,100
65535,940,100,11571,11552,11588,11498,11561,,0,2,36,90,350,126,229,46
65535,940,100,11566,11561,11566,11516,11560,,0,0,0,5,600,5,17,1
65535,940,100,11590,11555,11585,11524,11537,,0,0,5,35,800,40,13,1
65535,940,100,11596,11554,11585,11536,11544,,0,0,11,42,482,53,21,1
65535,940,100,11582,11549,11561,11516,11560,,0,0,21,33,257,54,39,1
65535,940,100,11572,11552,11545,11505,11571,,0,0,27,20,174,47,57,3
65535,940,100,11568,11549,11561,11520,11585,,0,4,65,24,137,89,473,100
65535,940,100,11572,11559,11572,11529,11594,,0,4,65,22,134,87,475,100
65535,940,100,11584,11556,11581,11528,11594,,0,4,66,13,120,79,483,100
65535,940,100,11595,11547,11563,11530,11599,,0,4,69,36,152,105,466,100
65535,940,100,11605,11557,11571,11536,11561,,0,0,34,48,241,82,41,1
65535,940,100,11593,11552,11578,11537,11570,,0,0,15,41,373,56,27,1
65535,940,100,11583,11558,11553,11524,11577,,0,0,30,25,183,55,55,2
65535,940,100,11595,11557,11571,11540,11554,,0,0,24,38,258,62,39,1
65535,940,100,11602,11562,11577,11543,11572,,0,0,25,40,260,65,38,1
65535,940,100,11601,11575,11590,11559,11554,,0,0,11,26,336,37,30,1
65535,940,100,11587,11576,11557,11554,11532,,0,0,30,11,137,41,73,9
65535,940,100,11591,11570,11546,11554,11553,,0,0,45,21,147,66,68,7
65535,940,100,11583,11569,11531,11531,11551,,0,0,52,14,127,66,79,12
65535,940,100,11585,11563,11549,11546,11517,,0,0,36,22,161,58,62,5
65535,940,100,11578,11568,11566,11530,11533,,0,0,12,10,183,22,55,2
65535,940,100,11594,11569,11585,11552,11566,,0,0,9,25,378,34,26,1
65535,940,100,11601,11571,11595,11563,11546,,0,0,6,30,600,36,17,1
65535,940,100,11591,11576,11570,11537,11551,,0,0,21,15,171,36,58,3
65535,940,100,11598,11573,11587,11538,11564,,0,0,11,25,327,36,31,1
65535,940,100,11587,11570,11586,11543,11568,,0,0,1,17,1800,18,6,1
65535,940,100,11587,11560,11578,11533,11565,,0,0,9,27,400,36,25,1
65535,940,100,11574,11551,11578,11542,11577,,0,2,27,36,233,63,243,49
65535,940,100,11575,11553,11593,11538,11587,,0,2,40,55,238,95,242,48
65535,940,100,11591,11563,11595,11516,11595,,0,2,32,79,347,111,229,46
65535,940,100,11602,11563,11603,11506,11607,,0,4,101,4,104,105,496,100
65535,940,100,11602,11565,11603,11492,11572,,0,2,38,111,392,149,226,45
65535,940,100,11593,11558,11599,11511,11565,,0,2,41,88,315,129,232,46
65535,940,100,11588,11548,11607,11497,11575,,0,2,59,110,286,169,235,47
65535,940,100,11593,11549,11602,11502,11581,,0,2,53,100,289,153,235,47
65535,940,100,11582,11551,11565,11518,11576,,0,0,17,31,282,48,35,1
65535,940,100,11573,11548,11574,11530,11546,,0,2,26,44,269,70,237,47
65535,940,100,11570,11564,11592,11539,11561,,0,2,28,53,289,81,235,47
65535,940,100,11583,11567,11595,11551,11581,,0,2,28,44,257,72,239,48
65535,940,100,11582,11571,11562,11534,11587,,0,4,53,25,147,78,468,100
65535,940,100,11574,11567,11561,11539,11580,,0,4,41,19,146,60,468,100
65535,940,100,11583,11556,11541,11543,11578,,0,0,42,27,164,69,61,4
65535,940,100,11584,11543,11513,11547,11574,,0,0,71,41,158,112,63,5
65535,940,100,11580,11542,11531,11554,11542,,0,0,49,38,178,87,56,2
65535,940,100,11584,11549,11535,11530,11557,,0,0,49,35,171,84,58,3
65535,940,100,11592,11559,11544,11543,11569,,0,0,48,33,169,81,59,4
65535,940,100,11585,11555,11534,11550,11566,,0,0,51,30,159,81,63,5
65535,940,100,11588,11550,11548,11556,11578,,0,0,40,38,195,78,51,0
65535,940,100,11569,11548,11527,11521,11585,,0,4,64,58,191,122,452,100
65535,940,100,11567,11547,11546,11530,11588,,0,4,58,42,172,100,458,100
65535,940,100,11572,11540,11528,11529,11570,,0,0,44,32,173,76,58,3
65535,940,100,11582,11598,11548,11508,11570,,0,1,16,50,413,66,124,25
65535,940,100,11573,11595,11562,11526,11600,,0,4,74,38,151,112,466,100
65535,940,100,11586,11599,11548,11543,11609,,0,4,66,61,192,127,452,100
65535,940,100,11586,11594,11542,11554,11615,,0,4,61,73,220,134,445,98
65535,940,100,11583,11589,11568,11538,11605,,0,4,67,37,155,104,465,100
65535,940,100,11589,11576,11549,11519,11578,,0,0,40,13,133,53,75,10
65535,940,100,11584,11578,11567,11529,11557,,0,0,17,6,135,23,74,10
65535,940,100,11571,11580,11551,11537,11534,,0,1,9,29,422,38,124,25
65535,940,100,11590,11585,11571,11547,11534,,0,0,19,5,126,24,79,12
65535,940,100,11600,11588,11586,11554,11566,,0,0,14,12,186,26,54,2
65535,940,100,11598,11593,11571,11578,11549,,0,0,27,5,119,32,84,14
65535,940,100,11600,11592,11585,11573,11571,,0,0,15,8,153,23,65,6
65535,940,100,11610,11599,11570,11574,11586,,0,0,40,11,128,51,78,11
65535,940,100,11620,11596,11548,11589,11600,,0,0,72,24,133,96,75,10
65535,940,100,11629,11593,11556,11584,11566,,0,0,73,36,149,109,67,7
65535,940,100,11605,11590,11537,11577,11580,,0,0,68,15,122,83,82,13
65535,940,100,11603,11586,11546,11541,11564,,0,0,57,17,130,74,77,11
65535,940,100,11596,11581,11535,11549,11583,,0,0,61,15,125,76,80,12
65535,940,100,11619,11581,11544,11547,11565,,0,0,75,38,151,113,66,6
65535,940,100,11624,11576,11534,11552,11545,,0,0,90,48,153,138,65,6
65535,940,100,11614,11569,11523,11550,11561,,0,0,91,45,149,136,67,7
65535,940,100,11610,11563,11519,11558,11557,,0,0,91,47,152,138,66,6
65535,940,100,11598,11563,11525,11567,11533,,0,0,73,35,148,108,68,7
65535,940,100,11598,11562,11536,11569,11544,,0,0,62,36,158,98,63,5
65535,940,100,11588,11560,11532,11556,11568,,0,0,56,28,150,84,67,7
65535,940,100,11606,11560,11528,11567,11566,,0,0,78,46,159,124,63,5
65535,940,100,11586,11570,11558,11541,11572,,0,0,28,16,157,44,64,6
65535,940,100,11583,11564,11541,11523,11574,,0,0,42,19,145,61,69,8
65535,940,100,11590,11563,11528,11524,11577,,0,0,62,27,144,89,69,8
65535,940,100,11602,11559,11520,11507,11572,,0,0,82,43,152,125,66,6
65535,940,100,11608,11560,11516,11528,11580,,0,0,92,48,152,140,66,6
65535,940,100,11601,11552,11526,11542,11549,,0,0,75,49,165,124,61,4
65535,940,100,11603,11543,11540,11556,11565,,0,0,63,60,195,123,51,0
65535,940,100,11584,11544,11556,11530,11571,,0,0,28,40,243,68,41,1
65535,940,100,11595,11543,11564,11523,11569,,0,0,31,52,268,83,37,1
65535,940,100,11596,11548,11558,11515,11569,,0,0,38,48,226,86,44,1
65535,940,100,11599,11538,11559,11526,11580,,0,0,40,61,253,101,40,1
65535,940,100,11604,11549,11564,11498,11561,,0,0,40,55,238,95,42,1
65535,940,100,11601,11544,11566,11512,11540,,0,0,35,57,263,92,38,1
65535,940,100,11583,11541,11579,11528,11528,,0,0,4,42,1150,46,9,1
65535,940,100,11605,11552,11586,11537,11538,,0,0,19,53,379,72,26,1
65535,940,100,11612,11553,11598,11544,11549,,0,0,14,59,521,73,19,1
65535,940,100,11619,11556,11600,11524,11562,,0,0,19,63,432,82,23,1
65535,940,100,11613,11561,11576,11533,11539,,0,0,37,52,241,89,41,1
65535,940,100,11601,11561,11593,11542,11551,,0,0,8,40,600,48,17,1
65535,940,100,11611,11555,11595,11550,11548,,0,0,16,56,450,72,22,1
65535,940,100,11603,11545,11592,11556,11563,,0,0,11,58,627,69,16,1
65535,940,100,11594,11534,11573,11567,11569,,0,0,21,60,386,81,26,1
65535,940,100,11592,11542,11590,11577,11545,,0,0,2,50,2600,52,4,1
65535,940,100,11597,11552,11597,11581,11561,,0,0,0,45,4600,45,2,1
65535,940,100,11611,11556,11607,11576,11573,,0,0,4,55,1475,59,7,1
65535,940,100,11608,11568,11610,11576,11581,,0,2,42,34,181,76,255,51
65535,940,100,11599,11558,11578,11584,11577,,0,0,21,41,295,62,34,1
65535,940,100,11579,11551,11552,11575,11579,,0,0,27,28,204,55,49,1
65535,940,100,11567,11553,11537,11572,11588,,0,4,16,51,419,67,424,90
65535,940,100,11585,11551,11548,11575,11595,,0,4,20,47,335,67,430,92
65535,940,100,11583,11549,11547,11586,11573,,0,3,39,13,133,52,375,75
65535,940,100,11581,11556,11567,11593,11589,,0,3,26,4,115,30,387,77
65535,940,100,11582,11566,11548,11589,11588,,0,3,41,1,102,42,398,80
65535,940,100,11571,11564,11556,11579,11560,,0,3,23,19,183,42,355,71
65535,940,100,11584,11557,11565,11582,11566,,0,0,19,27,242,46,41,1
65535,940,100,11583,11558,11573,11529,11551,,0,0,10,25,350,35,29,1
65535,940,100,11576,11555,11548,11543,11571,,0,0,28,21,175,49,57,3
65535,940,100,11570,11566,11572,11546,11557,,0,2,6,26,533,32,219,44
65535,940,100,11577,11565,11554,11544,11563,,0,0,23,12,152,35,66,6
65535,940,100,11576,11557,11538,11514,11568,,0,0,38,19,150,57,67,7
65535,940,100,11574,11562,11546,11500,11580,,0,4,80,34,143,114,470,100
65535,940,100,11589,11566,11559,11522,11584,,0,0,30,23,177,53,56,2
65535,940,100,11599,11566,11563,11521,11553,,0,0,36,33,192,69,52,1
65535,940,100,11599,11614,11568,11538,11573,,0,1,15,46,407,61,125,25
65535,940,100,11586,11602,11568,11552,11588,,0,1,16,34,313,50,132,26
65535,940,100,11586,11595,11552,11551,11569,,0,1,9,43,578,52,117,23
65535,940,100,11598,11589,11562,11523,11580,,0,0,36,9,125,45,80,12
65535,940,100,11606,11584,11539,11535,11586,,0,0,67,22,133,89,75,10
65535,940,100,11597,11619,11555,11544,11597,,0,1,22,64,391,86,126,25
65535,940,100,11585,11602,11558,11547,11560,,0,1,17,44,359,61,128,26
65535,940,100,11596,11591,11562,11548,11567,,0,0,34,5,115,39,87,15
65535,940,100,11606,11578,11568,11525,11586,,0,0,38,28,174,66,57,3
65535,940,100,11604,11572,11559,11537,11570,,0,0,45,32,171,77,58,3
65535,940,100,11613,11568,11568,11549,11544,,0,0,45,45,200,90,50,1
65535,940,100,11604,11572,11549,11560,11523,,0,0,55,32,158,87,63,5
65535,940,100,11606,11569,11571,11553,11542,,0,0,35,37,206,72,49,1
65535,940,100,11592,11565,11555,11552,11520,,0,0,37,27,173,64,58,3
65535,940,100,11578,11606,11566,11545,11509,,0,1,28,40,243,68,141,28
65535,940,100,11582,11601,11550,11545,11535,,0,1,19,51,368,70,127,25
65535,940,100,11597,11596,11566,11553,11546,,0,0,31,1,103,32,97,19
65535,940,100,11603,11587,11555,11557,11523,,0,0,48,16,133,64,75,10
65535,940,100,11593,11587,11539,11554,11536,,0,0,54,6,111,60,90,16
65535,940,100,11581,11582,11534,11555,11543,,0,1,1,48,4900,49,102,20
65535,940,100,11576,11563,11554,11560,11550,,0,0,22,13,159,35,63,5
65535,940,100,11581,11561,11559,11526,11550,,0,0,22,20,191,42,52,1
65535,940,100,11571,11550,11556,11502,11565,,0,0,15,21,240,36,42,1
65535,940,100,11557,11548,11555,11517,11540,,0,0,2,9,550,11,18,1
65535,940,100,11558,11552,11557,11538,11571,,0,4,33,14,142,47,470,100
65535,940,100,11558,11565,11547,11516,11548,,0,1,7,18,357,25,128,26
65535,940,100,11573,11555,11553,11524,11550,,0,0,20,18,190,38,53,1
65535,940,100,11568,11554,11542,11524,11560,,0,0,26,14,154,40,65,6
65535,940,100,11568,11556,11548,11502,11567,,0,0,20,12,160,32,63,5
65535,940,100,11552,11548,11551,11511,11559,,0,4,48,8,117,56,485,100
65535,940,100,11553,11545,11560,11518,11560,,0,2,15,42,380,57,226,45
65535,940,100,11556,11547,11569,11543,11576,,0,4,33,7,121,40,483,100
65535,940,100,11573,11557,11578,11553,11592,,0,4,39,14,136,53,474,100
65535,940,100,11587,11563,11588,11551,11596,,0,4,45,8,118,53,485,100
65535,940,100,11594,11563,11602,11547,11598,,0,2,39,55,241,94,241,48
65535,940,100,11592,11561,11574,11560,11591,,0,0,18,31,272,49,37,1
65535,940,100,11596,11558,11571,11530,11553,,0,0,25,38,252,63,40,1
65535,940,100,11587,11550,11553,11541,11561,,0,0,34,37,209,71,48,1
65535,940,100,11598,11553,11537,11518,11575,,0,0,61,45,174,106,57,3
65535,940,100,11600,11547,11527,11530,11587,,0,0,73,53,173,126,58,3
65535,940,100,11588,11548,11536,11537,11592,,0,4,55,56,202,111,450,100
65535,940,100,11576,11547,11558,11543,11585,,0,4,42,27,164,69,461,100
65535,940,100,11586,11547,11546,11534,11587,,0,4,53,41,177,94,456,100
65535,940,100,11601,11544,11531,11539,11552,,0,0,70,57,181,127,55,2
65535,940,100,11601,11548,11559,11527,11504,,0,0,42,53,226,95,44,1
65535,940,100,11604,11546,11560,11516,11496,,0,0,44,58,232,102,43,1
65535,940,100,11609,11547,11583,11538,11520,,0,0,26,62,338,88,30,1
65535,940,100,11616,11554,11597,11542,11546,,0,0,19,62,426,81,23,1
65535,940,100,11626,11556,11593,11514,11561,,0,0,33,70,312,103,32,1
65535,940,100,11606,11556,11572,11496,11569,,0,0,34,50,247,84,40,1
65535,940,100,11604,11553,11578,11512,11541,,0,0,26,51,296,77,34,1
65535,940,100,11604,11563,11567,11492,11549,,0,0,37,41,211,78,47,1
65535,940,100,11603,11559,11571,11482,11564,,0,0,32,44,238,76,42,1
65535,940,100,11603,11559,11587,11507,11582,,0,0,16,44,375,60,27,1
65535,940,100,11597,11568,11599,11535,11594,,0,2,31,64,306,95,233,47
65535,940,100,11612,11569,11619,11554,11546,,0,2,50,65,230,115,243,49
65535,940,100,11603,11575,11595,11552,11561,,0,0,8,28,450,36,22,1
65535,940,100,11608,11576,11561,11531,11562,,0,0,47,32,168,79,60,4
65535,940,100,11605,11574,11547,11527,11563,,0,0,58,31,153,89,65,6
65535,940,100,11584,11565,11562,11511,11571,,0,0,22,19,186,41,54,2
65535,940,100,11581,11551,11573,11536,11580,,0,0,8,30,475,38,21,1
65535,940,100,11576,11564,11586,11551,11551,,0,2,22,35,259,57,239,48
65535,940,100,11572,11570,11596,11561,11562,,0,2,26,35,235,61,243,49
65535,940,100,11577,11569,11569,11530,11571,,0,0,8,8,200,16,50,1
65535,940,100,11554,11619,11578,11535,11581,,0,1,65,41,163,106,161,32
65535,940,100,11577,11604,11584,11536,11580,,0,1,27,20,174,47,157,31
65535,940,100,11575,11599,11549,11542,11574,,0,1,24,50,308,74,132,26
65535,940,100,11560,11581,11550,11541,11568,,0,1,21,31,248,52,140,28
65535,940,100,11559,11567,11571,11559,11577,,0,4,18,6,133,24,475,100
65535,940,100,11557,11572,11579,11539,11588,,0,4,49,9,118,58,485,100
65535,940,100,11568,11573,11557,11517,11600,,0,4,83,43,152,126,466,100
65535,940,100,11567,11572,11539,11495,11563,,0,1,5,33,760,38,113,23
65535,940,100,11577,11571,11548,11480,11531,,0,0,29,6,121,35,83,13
65535,940,100,11573,11565,11531,11469,11545,,0,0,42,8,119,50,84,14
65535,940,100,11585,11558,11541,11486,11552,,0,0,44,27,161,71,62,5
65535,940,100,11587,11559,11574,11521,11582,,0,0,13,28,315,41,32,1
65535,940,100,11597,11573,11586,11512,11547,,0,0,11,24,318,35,31,1
65535,940,100,11608,11569,11590,11500,11557,,0,0,18,39,317,57,32,1
